_step,epoch,action_dit_loss,learning_rate/base,learning_rate/pi05_model.paligemma_with_expert.gemma_expert,timing/data,timing/model,rtc_postfix_count,_runtime,_timestamp
10870,1.22,0.008062886074185371,1.1204186002155035e-05,5.6020930010775174e-05,0.00022050099869375117,0.6972736600000644,116,8156.079313198,1786050200.2345138
10880,1.22,0.003542238147929311,1.1188481778950214e-05,5.594240889475107e-05,0.0007416530006594257,0.68391990300006,110,8163.066245592,1786050207.4159923
10890,1.23,0.004236908163875341,1.1172776981597211e-05,5.586388490798605e-05,0.000196750999748474,0.6797068409996427,117,8170.555639733,1786050214.4028375
10900,1.23,0.0006219818606041372,1.1157071657935555e-05,5.578535828967777e-05,0.00019762900046771392,0.9371067989995936,111,8178.376591372,1786050221.8923073
10910,1.23,0.00020840625802520663,1.1141365855806388e-05,5.570682927903194e-05,0.00018804399951477535,0.7192053489998216,113,8185.85815786,1786050229.7132714
10920,1.23,0.0005164777976460755,1.112565962305231e-05,5.5628298115261545e-05,0.00022679500034428202,0.703347021000809,104,8192.98691711,1786050237.194796
10930,1.23,0.0011045008432120085,1.1109953007517224e-05,5.5549765037586124e-05,0.000227368000196293,0.7186683809995884,110,8200.511108174,1786050244.3235435
10940,1.23,0.0004470974672585726,1.1094246057046214e-05,5.547123028523107e-05,0.00021412899877759628,0.7378442610006459,117,8208.705188537,1786050251.8477805
10950,1.23,0.00042559055145829916,1.1078538819485367e-05,5.5392694097426833e-05,0.00021779199960292317,0.7362147409985482,115,8215.943986704,1786050260.0414202
10960,1.23,0.0009364645229652524,1.1062831342681655e-05,5.5314156713408275e-05,0.00022911599990038667,0.7416342790002091,112,8222.941620414,1786050267.280551
10970,1.23,0.00031043103081174195,1.1047123674482776e-05,5.523561837241388e-05,0.00023099999998521525,0.6872638439999719,112,8230.65846632,1786050274.2782307
10980,1.24,0.0009624595986679196,1.1031415862737016e-05,5.5157079313685076e-05,0.00019822700051008724,0.853141470999617,117,8238.099990492,1786050281.9951162
10990,1.24,0.0014704812783747911,1.1015707955293087e-05,5.507853977646543e-05,0.00021262100017338526,0.6835429650000151,107,8245.598913354,1786050289.4365616
11000,1.24,0.0012801369884982705,1.1000000000000001e-05,5.500000000000001e-05,0.0003723980007634964,0.7100844319993485,112,8252.903795182,1786050296.935483
11010,1.24,0.00043998309411108494,1.098429204470692e-05,5.492146022353459e-05,0.00020700300046883058,0.7394556739982363,112,8260.495032754,1786050304.2404332
11020,1.24,0.0020246815402060747,1.096858413726299e-05,5.484292068631495e-05,0.0002133430007233983,0.679185282000617,112,8268.170716384,1786050311.8315303
11030,1.24,9.637393668526784e-05,1.0952876325517224e-05,5.476438162758611e-05,0.00021984600061841775,0.7188448500000959,105,8275.732551001,1786050319.5073543
11040,1.24,0.0007346245693042874,1.0937168657318347e-05,5.468584328659173e-05,0.00020444400070118718,0.6912437470000441,112,8282.786934267,1786050327.0691984
11050,1.24,0.0006283971597440541,1.0921461180514636e-05,5.460730590257318e-05,0.0002513840008759871,0.7107943869996234,108,8290.590729407,1786050334.1235652
11060,1.25,0.00035754265263676643,1.0905753942953792e-05,5.4528769714768956e-05,0.0003638180005509639,0.7546054989998083,105,8297.919076561,1786050341.927368
11070,1.25,0.0014263358898460865,1.0890046992482777e-05,5.445023496241388e-05,0.0002212979998148512,0.7113844929990591,117,8305.328126279,1786050349.2557623
11080,1.25,0.001567619969137013,1.0874340376947694e-05,5.4371701884738466e-05,0.0002051619994745124,0.7199615419995098,106,8312.433525361,1786050356.6647189
11090,1.25,0.0010883017675951123,1.0858634144193616e-05,5.429317072096808e-05,0.00026591200003167614,0.7262697189999017,113,8320.067732822,1786050363.7701468
11100,1.25,0.003414914244785905,1.084292834206445e-05,5.421464171032224e-05,0.00047663800069130957,0.7365673269996478,117,8327.802844829,1786050371.404203
11110,1.25,0.0005869042943231761,1.0827223018402795e-05,5.4136115092013974e-05,0.00025231700055883266,0.7299544109991984,110,8335.206739356,1786050379.1394386
11120,1.25,0.0006174204754643142,1.0811518221049787e-05,5.405759110524894e-05,0.00021234899941191543,0.7382162859994423,119,8342.399499059,1786050386.5434918
11130,1.25,0.00010760318400571123,1.0795813997844968e-05,5.397906998922484e-05,0.00021063300118839834,0.7344356779994996,105,8349.711193687,1786050393.7360857
11140,1.25,0.005424732342362404,1.0780110396626125e-05,5.390055198313062e-05,0.0005755170004704269,0.6886553919994185,116,8357.165507718,1786050401.047839
11150,1.26,0.0011798455379903316,1.0764407465229145e-05,5.382203732614572e-05,0.0004641599989554379,0.6855414009987726,105,8364.78638172,1786050408.5018191
11160,1.26,0.00035066535929217935,1.0748705251487883e-05,5.374352625743941e-05,0.00020408300042618066,0.7064839899994695,114,8371.855577519,1786050416.1230652
11170,1.26,0.0008330516866408288,1.0733003803234004e-05,5.3665019016170015e-05,0.0003837219992419705,0.7232789339996089,113,8379.268507477,1786050423.1922507
11180,1.26,0.003210165072232485,1.0717303168296847e-05,5.358651584148423e-05,0.0002151930002582958,0.7093101299997215,109,8386.654842323,1786050430.6051028
11190,1.26,0.0022709628101438284,1.0701603394503267e-05,5.3508016972516325e-05,0.0005763180015492253,0.7068917380001949,113,8394.166768914,1786050437.99145
11200,1.26,0.0001714397658361122,1.0685904529677496e-05,5.342952264838747e-05,0.0003703780002979329,0.6966150470016146,112,8401.259102614,1786050445.5033383
11210,1.26,0.0009363664430566132,1.0670206621640993e-05,5.3351033108204964e-05,0.00037707000046793837,0.6823364600004425,115,8408.665262068,1786050452.5957208
11220,1.26,0.0012335481587797403,1.0654509718212323e-05,5.327254859106161e-05,0.00024589799977547955,0.7483984680002322,109,8416.08643072,1786050460.0017297
11230,1.26,0.0014414445031434298,1.0638813867206966e-05,5.3194069336034824e-05,0.00020792400027858093,0.7218922560005012,117,8423.405383455,1786050467.423068
11240,1.27,0.0009527511429041624,1.0623119116437207e-05,5.311559558218603e-05,0.0002155639995180536,0.699992921001467,113,8430.692622168,1786050474.7420552
11250,1.27,0.0031911099795252085,1.0607425513711977e-05,5.303712756855988e-05,0.00020950299949618056,0.7051755070006038,103,8438.489014603,1786050482.0291882
11260,1.27,0.00040955349686555564,1.0591733106836717e-05,5.295866553418358e-05,0.0002473029999237042,0.8382539510002971,112,8445.809662606,1786050489.825618
11270,1.27,0.00019043535576201975,1.0576041943613218e-05,5.288020971806609e-05,0.0002954479987238301,0.7091503980009293,108,8453.307339249,1786050497.146322
11280,1.27,0.00025694945361465216,1.0560352071839482e-05,5.28017603591974e-05,0.00042265299998689443,0.8865763390003849,109,8460.318954205,1786050504.6440432
11290,1.27,0.00018347127479501069,1.0544663539309584e-05,5.272331769654791e-05,0.00019590400006563868,0.6865748720010743,108,8468.160566833,1786050511.6556356
11300,1.27,0.0018988566007465124,1.0528976393813506e-05,5.264488196906753e-05,0.00022849999913887586,0.8613695420008298,119,8475.465288678,1786050519.4968815
11310,1.27,0.001769469934515655,1.0513290683137023e-05,5.2566453415685116e-05,0.0002531099999032449,0.6812637900002301,113,8482.699786297,1786050526.8019502
11320,1.27,0.005232376977801323,1.0497606455061526e-05,5.248803227530763e-05,0.000215567999475752,0.7133700840004167,107,8489.964912761,1786050534.0364616
11330,1.28,0.002038792707026005,1.0481923757363896e-05,5.240961878681948e-05,0.0004513020012382185,0.699899789000483,118,8497.723159064,1786050541.3015385
11340,1.28,0.006385636981576681,1.0466242637816348e-05,5.233121318908174e-05,0.0002231639991805423,0.7006119220004621,111,8505.451825669,1786050549.0597835
11350,1.28,0.0008252934785559773,1.0450563144186287e-05,5.2252815720931436e-05,0.00023283900009118952,0.8889533989986376,116,8512.561064409,1786050556.7884583
11360,1.28,0.0005172450910322368,1.0434885324236182e-05,5.2174426621180906e-05,0.00022198499937076122,0.7297596490006981,113,8519.885613416,1786050563.897693
11370,1.28,0.0019463244825601578,1.041920922572338e-05,5.20960461286169e-05,0.00022243199964577798,0.69493667900133,107,8527.795508443,1786050571.2222142
11380,1.28,0.007695725187659264,1.0403534896400002e-05,5.201767448200001e-05,0.0002311469997948734,0.6963502720009274,118,8535.218263473,1786050579.1321096
11390,1.28,0.0016653573838993907,1.038786238401277e-05,5.1939311920063846e-05,0.0004350039998826105,0.8632010099991021,117,8542.319331725,1786050586.5549576
11400,1.28,0.0006853343220427632,1.0372191736302872e-05,5.186095868151436e-05,0.00021224200099823065,0.6870564290002221,105,8549.766581151,1786050593.65579
11410,1.28,0.00011910787725355476,1.0356523001005827e-05,5.1782615005029135e-05,0.0002315399997314671,0.7036045420009032,116,8558.045746701,1786050601.1032336
11420,1.29,0.0004295275721233338,1.034085622585132e-05,5.170428112925659e-05,0.00023593399964738637,0.8304884059998585,111,8565.105547089,1786050609.3824275
11430,1.29,0.0007007120875641704,1.0325191458563052e-05,5.1625957292815264e-05,0.00022444999922299758,0.7360476289995859,110,8572.31313099,1786050616.4422286
11440,1.29,0.0008833681349642575,1.0309528746858633e-05,5.154764373429316e-05,0.0002167469992855331,0.6903763209993485,108,8579.540408312,1786050623.6497927
11450,1.29,0.0005895597860217094,1.02938681384494e-05,5.1469340692246995e-05,0.0002710879998630844,0.6945978000003379,109,8587.573895298,1786050630.8768613
11460,1.29,0.0004819806490559131,1.0278209681040272e-05,5.139104840520136e-05,0.00021733100038545672,0.902655951998895,108,8595.079569072,1786050638.9104364
11470,1.29,0.0007287429179996252,1.0262553422329633e-05,5.131276711164816e-05,0.0002571339991845889,0.7300241920002009,111,8602.262826687,1786050646.4162462
11480,1.29,0.000552100595086813,1.0246899410009163e-05,5.1234497050045814e-05,0.00022462299966719002,0.7252562889989349,105,8609.621701049,1786050653.5993977
11490,1.29,0.000628732901532203,1.0231247691763695e-05,5.115623845881847e-05,0.00021722699966630898,0.9202824320000218,116,8617.368685725,1786050660.9584048
11500,1.29,0.0006940957973711193,1.0215598315271076e-05,5.107799157635538e-05,0.0002031069998338353,0.8514329469999211,107,8624.697570817,1786050668.705143
11510,1.3,0.00046007236232981086,1.019995132820203e-05,5.0999756641010146e-05,0.0005752600009145681,0.7187302940001246,113,8631.842488477,1786050676.0342124
11520,1.3,0.00015165457443799824,1.0184306778219982e-05,5.0921533891099905e-05,0.00022237900157051627,0.6951520239999809,104,8639.35459397,1786050683.1790016
11530,1.3,0.01780262589454651,1.0168664712980945e-05,5.084332356490472e-05,0.0002475319997756742,0.8812808020011289,117,8647.233827695,1786050690.6912522
11540,1.3,0.006139002740383148,1.0153025180133372e-05,5.076512590066685e-05,0.00022534900017490145,0.7319155980003416,111,8654.613673833,1786050698.5704627
11550,1.3,0.004435993265360594,1.0137388227317986e-05,5.068694113658993e-05,0.00021462299991981126,0.72446801300066,110,8661.643271377,1786050705.9503248
11560,1.3,0.00013217028754297644,1.0121753902167657e-05,5.0608769510838284e-05,0.0002587629987829132,0.6894788680001511,109,8668.73855783,1786050712.9798992
11570,1.3,0.0013678445247933269,1.010612225230725e-05,5.053061126153625e-05,0.00019878399871231522,0.7184523469986743,112,8676.468839579,1786050720.074766
11580,1.3,0.0007085227407515049,1.0090493325353483e-05,5.0452466626767415e-05,0.00022573400019609835,0.702822291999837,102,8684.026751419,1786050727.8053203
11590,1.3,0.00717568676918745,1.0074867168914779e-05,5.0374335844573894e-05,0.0002305529997101985,0.7049752029997762,114,8691.132672164,1786050735.3634
11600,1.31,0.0007827964145690203,1.005924383059112e-05,5.0296219152955604e-05,0.0002915269997174619,0.7303960440003721,115,8698.48761995,1786050742.4693081
11610,1.31,0.0013304295716807246,1.0043623357973904e-05,5.0218116789869516e-05,0.0002058730005956022,0.6922542449992761,109,8706.353310649,1786050749.824267
11620,1.31,0.000327772693708539,1.0028005798645795e-05,5.014002899322897e-05,0.00021353600095608272,0.7017551680000906,107,8713.643519309,1786050757.690036
11630,1.31,0.0003091385879088193,1.0012391200180594e-05,5.006195600090297e-05,0.00021663799998350441,0.7300972210014152,109,8720.701217982,1786050764.9801514
11640,1.31,0.000452683336334303,9.996779610143073e-06,4.998389805071536e-05,0.0002110010009346297,0.695194748999711,110,8727.980754482,1786050772.0380497
11650,1.31,0.0003872871457133442,9.98117107608884e-06,4.99058553804442e-05,0.0002599929994175909,0.6992185640010575,114,8736.078396045,1786050779.317429
11660,1.31,0.010618630796670914,9.965565645564203e-06,4.982782822782101e-05,0.0002141049990314059,0.6834278909991554,106,8743.422021038,1786050787.4150436
11670,1.31,0.003571270266547799,9.949963366106002e-06,4.974981683053001e-05,0.0004033390014228644,0.6778876989992568,111,8750.446597262,1786050794.758748
11680,1.31,0.002352701732888818,9.934364285241492e-06,4.9671821426207455e-05,0.00022058400099922437,0.7607649090004998,103,8757.836727812,1786050801.7832518
11690,1.32,0.0003261396486777812,9.918768450488176e-06,4.959384225244088e-05,0.0003259090008214116,0.7003306670012535,111,8765.671321329,1786050809.173378
11700,1.32,0.0028128549456596375,9.903175909353674e-06,4.9515879546768374e-05,0.00023944100030348636,0.7023821260008845,104,8773.197907515,1786050817.0079687
11710,1.32,0.0003320690884720534,9.887586709335568e-06,4.943793354667784e-05,0.00023170300119090825,0.7298022289996879,113,8780.211002981,1786050824.5344741
11720,1.32,0.0013345901388674974,9.872000897921262e-06,4.936000448960631e-05,0.00028258099882805254,0.7185615689995757,106,8787.697147275,1786050831.5475914
11730,1.32,0.006987402681261301,9.856418522587846e-06,4.928209261293923e-05,0.00022933199943508953,0.9106160340015776,112,8795.489675086,1786050839.0338032
11740,1.32,0.002127779647707939,9.840839630801937e-06,4.920419815400968e-05,0.00019942899962188676,0.6832401230003597,116,8802.854716196,1786050846.8263118
11750,1.32,0.0004470407438930124,9.825264270019538e-06,4.912632135009769e-05,0.00022477499987871852,0.7086130850002519,115,8809.895756065,1786050854.1913702
11760,1.32,0.007071894593536854,9.809692487685897e-06,4.904846243842949e-05,0.0002497490004316205,0.7139101789998676,119,8817.370753009,1786050861.23244
11770,1.33,0.0013898328179493546,9.794124331235372e-06,4.897062165617686e-05,0.00020706100076495204,0.8560985269996308,114,8825.10519386,1786050868.7074203
11780,1.33,0.0011651344830170274,9.778559848091262e-06,4.889279924045631e-05,0.00022273200011113659,0.7096808699989197,116,8832.37679807,1786050876.441756
11790,1.33,0.0012178606120869517,9.762999085665682e-06,4.8814995428328406e-05,0.00023995499941520393,0.6949909869999829,111,8839.504307609,1786050883.7134051
11800,1.33,0.0006089845555834472,9.747442091359414e-06,4.873721045679707e-05,0.0004339620008977363,0.7250881380005012,112,8846.881140348,1786050890.8410063
11810,1.33,0.0024744789116084576,9.731888912561757e-06,4.865944456280878e-05,0.00040913700104283635,0.8854353520000586,109,8854.788039587,1786050898.217777
11820,1.33,0.00758408335968852,9.716339596650396e-06,4.858169798325198e-05,0.00022791400078858715,0.8816169429992442,117,8862.389531977,1786050906.1244779
11830,1.33,0.00029871304286643863,9.700794190991243e-06,4.850397095495621e-05,0.00043627899867715314,0.7089186619996326,109,8869.529328783,1786050913.7261612
11840,1.33,0.00683131767436862,9.685252742938298e-06,4.842626371469148e-05,0.00021700799879909027,0.7151554410011158,110,8877.175777945,1786050920.8659039
11850,1.33,0.00037852421519346535,9.669715299833505e-06,4.834857649916752e-05,0.0002834050010278588,0.95781770999929,116,8884.654145185,1786050928.5123122
11860,1.34,0.0016515740426257253,9.654181909006615e-06,4.827090954503308e-05,0.0003716869996424066,0.7260137979992578,111,8892.081832469,1786050935.9907527
11870,1.34,0.0011977816466242075,9.638652617775027e-06,4.819326308887513e-05,0.00024191700140363537,0.7144146360005834,112,8899.145022016,1786050943.4184926
11880,1.34,0.0019165434641763568,9.623127473443658e-06,4.811563736721829e-05,0.0003482389984128531,0.737667589000921,111,8906.781112692,1786050950.481597
11890,1.34,0.0010877251625061035,9.60760652330479e-06,4.8038032616523946e-05,0.00027255199893261306,0.7055545000002894,108,8914.147107254,1786050958.1177704
11900,1.34,0.00016364500334020704,9.59208981463792e-06,4.79604490731896e-05,0.0009500180003669811,0.6790975189996971,109,8921.554944004,1786050965.4837253
11910,1.34,0.0019328227499499917,9.576577394709648e-06,4.788288697354824e-05,0.0004334209988883231,0.6993205910002871,113,8928.656021189,1786050972.8916361
11920,1.34,0.001142858061939478,9.561069310773487e-06,4.780534655386744e-05,0.0001997580002353061,0.6991793629986205,103,8935.971566786,1786050979.9926677
11930,1.34,0.0004132009344175458,9.54556561006975e-06,4.7727828050348754e-05,0.0002065070002572611,0.6865421250004147,115,8943.43285404,1786050987.3081741
11940,1.34,0.010272394865751266,9.530066339825403e-06,4.765033169912701e-05,0.0002062759995169472,0.6885675379999157,108,8950.959008733,1786050994.7695215
11950,1.35,0.0009591974085196853,9.514571547253902e-06,4.757285773626951e-05,0.00021600299987767357,0.7118764730003022,105,8958.089135086,1786051002.295645
11960,1.35,0.00013615026546176523,9.49908127955508e-06,4.74954063977754e-05,0.00020388399934745394,0.7005656469991663,105,8966.012287689,1786051009.4258053
11970,1.35,0.0020975966472178698,9.48359558391498e-06,4.741797791957489e-05,0.00024267900153063238,0.7213980730011826,111,8973.650113641,1786051017.348958
11980,1.35,0.0006878422573208809,9.46811450750571e-06,4.734057253752854e-05,0.0011325679988658521,0.7029037459997198,109,8981.11642504,1786051024.986681
11990,1.35,0.0002939713012892753,9.452638097485314e-06,4.7263190487426564e-05,0.00020490600036282558,0.709346857998753,112,8988.199343998,1786051032.4531033
12000,1.35,0.00036219568573869765,9.437166400997629e-06,4.718583200498814e-05,0.0004967650002072332,0.7046887300002709,111,9019.708324581,1786051039.5360425
12010,1.35,0.002257090061903,9.421699465172118e-06,4.7108497325860585e-05,0.00022389299920178019,0.9403721620001306,117,9027.175035883,1786051071.0449905
12020,1.35,0.001505026943050325,9.40623733712375e-06,4.703118668561876e-05,0.00019853900084854104,0.7022208100006537,109,9034.620031416,1786051078.5117157
12030,1.35,0.0030244840309023857,9.390780063952855e-06,4.695390031976427e-05,0.00021825700059707742,0.7064473210011784,117,9041.777482554,1786051085.9566257
12040,1.36,0.003142601577565074,9.375327692744961e-06,4.6876638463724804e-05,0.0002777919999061851,0.7236152330006007,106,9049.582085328,1786051093.114272
12050,1.36,0.003029285930097103,9.359880270570672e-06,4.679940135285336e-05,0.00019898199934687,0.8403400319984939,114,9056.853971943,1786051100.9185686
12060,1.36,0.0008554698433727026,9.344437844485519e-06,4.6722189222427594e-05,0.00019787400015047751,0.7073462340013066,115,9064.327349593,1786051108.190743
12070,1.36,0.0016580282244831324,9.329000461529806e-06,4.664500230764903e-05,0.00023185300051409286,0.7063044599999557,108,9071.350827492,1786051115.6640115
12080,1.36,0.001058459165506065,9.313568168728478e-06,4.6567840843642384e-05,0.00041839699952106457,0.6834330700003193,112,9079.173260926,1786051122.6874487
12090,1.36,0.0004473030858207494,9.298141013090978e-06,4.649070506545489e-05,0.0003704250011651311,0.8656728779988043,114,9086.452519516,1786051130.5098438
12100,1.36,0.002220212249085307,9.282719041611097e-06,4.641359520805548e-05,0.000217111999518238,0.6914321230015048,106,9093.858497422,1786051137.7891815
12110,1.36,0.0008957855752669275,9.267302301266835e-06,4.6336511506334174e-05,0.0002602540007501375,0.7017757599987817,106,9100.890423565,1786051145.1951165
12120,1.36,0.004083673004060984,9.251890839020254e-06,4.6259454195101274e-05,0.00020767699970747344,0.6902634479993139,105,9108.581497584,1786051152.2270875
12130,1.37,0.0035308802034705877,9.236484701817341e-06,4.6182423509086706e-05,0.00021786500110465568,0.6841894629997114,120,9116.215735656,1786051159.9181902
12140,1.37,0.0019335647812113166,9.221083936587864e-06,4.610541968293932e-05,0.0004017309984192252,0.9129216080000333,109,9123.316656928,1786051167.552383
12150,1.37,0.0004757912247441709,9.205688590245227e-06,4.6028442951226134e-05,0.0003805190008279169,0.7027772789988376,108,9130.525268161,1786051174.6531818
12160,1.37,0.0009710840531624854,9.190298709686321e-06,4.5951493548431603e-05,0.0002300000014656689,0.6821558310002729,107,9138.185863519,1786051181.8619232
12170,1.37,0.010435392148792744,9.174914341791392e-06,4.587457170895695e-05,0.00021809399913763627,0.6997385700015002,113,9145.485354874,1786051189.522325
12180,1.37,0.0009087302023544908,9.159535533423888e-06,4.5797677667119437e-05,0.0002006249997066334,0.6948883370005206,117,9152.7093211,1786051196.8220298
12190,1.37,0.0005688741221092641,9.144162331430334e-06,4.572081165715167e-05,0.00023340099869528785,0.7226552419997461,111,9160.008185102,1786051204.0460045
12200,1.37,0.0014369460986927152,9.128794782640168e-06,4.5643973913200835e-05,0.00021460799871420022,0.6948424680012977,113,9167.588948444,1786051211.3447385
12210,1.37,0.0006962589686736465,9.113432933865606e-06,4.5567164669328025e-05,0.0002006880004046252,0.6953824070005794,110,9174.981021333,1786051218.9255915
12220,1.38,0.0023021826054900885,9.098076831901503e-06,4.5490384159507516e-05,0.00022017899937054608,0.8748428580001928,118,9182.02930366,1786051226.3176968
12230,1.38,0.0013711078790947795,9.082726523525211e-06,4.5413632617626057e-05,0.00040256000102090184,0.7053079809993505,111,9189.203899937,1786051233.3659248
12240,1.38,0.0002781774091999978,9.067382055496431e-06,4.5336910277482156e-05,0.00019056500059377868,0.686249869000676,106,9197.075400809,1786051240.540681
12250,1.38,0.001758898259140551,9.052043474557075e-06,4.526021737278538e-05,0.0002033420005318476,0.8763300299997354,112,9204.426511726,1786051248.4120407
12260,1.38,0.0006903417524881661,9.03671082743112e-06,4.51835541371556e-05,0.00021187599850236438,0.6963334419997409,110,9211.456594956,1786051255.7631533
12270,1.38,0.00021258409833535552,9.021384160824461e-06,4.510692080412231e-05,0.0002119170003425097,0.7168821369996294,118,9218.750239601,1786051262.793275
12280,1.38,0.0013480641646310687,9.006063521424796e-06,4.503031760712397e-05,0.000194653999642469,0.6947446869999112,112,9226.388661986,1786051270.0868003
12290,1.38,0.0008969551417976618,8.99074895590144e-06,4.495374477950719e-05,0.00022216199977265205,0.6819240539989551,108,9233.612630643,1786051277.725308
12300,1.38,0.0012307938886806369,8.975440510905217e-06,4.487720255452608e-05,0.00024971899983938783,0.7176458799985994,108,9240.886576642,1786051284.9493074
12310,1.39,0.00025932941935025156,8.960138233068303e-06,4.480069116534151e-05,0.00021140500030014664,0.7298308389999875,112,9248.083633416,1786051292.223223
12320,1.39,0.009690581820905209,8.944842169004099e-06,4.4724210845020494e-05,0.00021511100021598395,0.6927376840012585,110,9255.832298709,1786051299.4201963
12330,1.39,0.0009692443418316543,8.929552365307062e-06,4.464776182653531e-05,0.00023888100076874252,0.7024986460000946,112,9263.215853505,1786051307.1689618
12340,1.39,0.000810334284324199,8.914268868552586e-06,4.4571344342762926e-05,0.00027474399939819705,0.6934475289999682,106,9270.277615056,1786051314.5525277
12350,1.39,0.0004834401188418269,8.898991725296855e-06,4.4494958626484276e-05,0.0002561550008977065,0.7374442649997945,109,9277.74337782,1786051321.614262
12360,1.39,0.001094756182283163,8.88372098207669e-06,4.441860491038345e-05,0.00020118900101806503,0.8788973740010988,118,9285.503621097,1786051329.0800812
12370,1.39,0.0008690758259035647,8.868456685409433e-06,4.434228342704717e-05,0.00020061400027771015,0.6878756730002351,105,9292.825850033,1786051336.840302
12380,1.39,0.0001781518367351964,8.853198881792774e-06,4.426599440896387e-05,0.00022260000150708947,0.7076706270017894,111,9299.780587062,1786051344.162409
12390,1.39,0.0050352769903838634,8.837947617704627e-06,4.4189738088523134e-05,0.0002809830002661329,0.6962450699993497,109,9306.950314113,1786051351.1172335
12400,1.4,0.0003713374608196318,8.822702939602991e-06,4.411351469801496e-05,0.00020704300004581455,0.684985706999214,113,9314.913340277,1786051358.2869923
12410,1.4,0.000488622928969562,8.807464893925797e-06,4.4037324469628986e-05,0.00023784899894963019,0.8664145109996753,110,9321.932887473,1786051366.249957
12420,1.4,0.0004534181789495051,8.792233527090777e-06,4.396116763545388e-05,0.00026005099971371237,0.6974266050001461,113,9329.214484198,1786051373.2695124
12430,1.4,0.00032334032584913075,8.777008885495315e-06,4.3885044427476574e-05,0.00023375999990093987,0.721460817998377,114,9336.485161223,1786051380.551064
12440,1.4,0.0009164270595647395,8.761791015516309e-06,4.380895507758154e-05,0.000232344000323792,0.9417125370000576,104,9344.18274589,1786051387.8216853
12450,1.4,0.030057890340685844,8.746579963510026e-06,4.373289981755013e-05,0.00021845000082976185,0.7159374599996227,110,9351.621612383,1786051395.5193517
12460,1.4,0.00042926822789013386,8.731375775811977e-06,4.365687887905988e-05,0.00020035600027767941,0.7131090860002587,110,9358.655745522,1786051402.958184
12470,1.4,0.0010595577768981457,8.716178498736751e-06,4.358089249368375e-05,0.00041431600038777106,0.7016959030006547,111,9365.950804723,1786051409.9923477
12480,1.4,0.003237345488741994,8.700988178577887e-06,4.3504940892889434e-05,0.0002249790013593156,0.8360791479990439,110,9373.994785663,1786051417.287512
12490,1.41,0.011247728951275349,8.685804861607736e-06,4.342902430803868e-05,0.0001943400002346607,0.8630039639992901,108,9381.300165917,1786051425.3313062
12500,1.41,0.0004269977507647127,8.670628594077313e-06,4.3353142970386564e-05,0.00020045400015078485,0.7060077540008933,111,9388.33093684,1786051432.6368558
12510,1.41,0.0015495473053306341,8.655459422216166e-06,4.327729711108083e-05,0.00021963399922242388,0.6872574489989347,112,9395.657594005,1786051439.667507
12520,1.41,0.00032591584022156894,8.640297392232219e-06,4.3201486961161094e-05,0.00020614800087059848,0.8468676860011328,107,9403.505886117,1786051446.9942362
12530,1.41,0.0002112450747517869,8.625142550311647e-06,4.312571275155823e-05,0.00022609599909628741,0.723773234998589,112,9410.854901453,1786051454.8425303
12540,1.41,0.0009618374169804156,8.60999494261872e-06,4.3049974713093604e-05,0.00023864200011303183,0.9181935249998787,103,9417.915620202,1786051462.1915128
12550,1.41,0.00043070217361673713,8.594854615295689e-06,4.297427307647844e-05,0.0002032529991993215,0.6884104929995374,112,9425.175524129,1786051469.2522814
12560,1.41,0.0007491119904443622,8.579721614462609e-06,4.2898608072313044e-05,0.00021219600057520438,0.6878166679998685,112,9432.984622178,1786051476.5121236
12570,1.42,0.0003504231572151184,8.56459598621723e-06,4.282297993108615e-05,0.00025760100106708705,0.7297777929998119,113,9440.31744278,1786051484.321249
12580,1.42,0.005025885999202728,8.549477776634832e-06,4.274738888317415e-05,0.00022308599909592886,0.6989660199997161,112,9447.447443397,1786051491.6542308
12590,1.42,0.025115009397268295,8.534367031768108e-06,4.267183515884054e-05,0.0003073780007980531,0.7331586640011665,117,9454.822794547,1786051498.7840734
12600,1.42,0.0017113292124122381,8.519263797647008e-06,4.259631898823504e-05,0.00031422499887412414,0.8415459200004989,106,9462.557155493,1786051506.1592298
12610,1.42,0.00036059340345673263,8.5041681202786e-06,4.2520840601393e-05,0.00021148699852346908,0.7062986219989398,114,9469.773922228,1786051513.8937392
12620,1.42,0.001120994333177805,8.489080045646938e-06,4.2445400228234686e-05,0.00021401100093498826,0.6825442270001076,119,9476.864361106,1786051521.110544
12630,1.42,0.0021713159512728453,8.473999619712912e-06,4.236999809856456e-05,0.00022612700013269205,0.715436447000684,116,9484.32928528,1786051528.2010171
12640,1.42,0.0004843708302360028,8.45892688841411e-06,4.2294634442070554e-05,0.00024174999998649582,0.9117839540012938,105,9492.125818656,1786051535.6659281
12650,1.42,0.011914340779185295,8.443861897664696e-06,4.221930948832348e-05,0.00024296199990203604,0.9230551829987235,114,9499.450771343,1786051543.4625726
12660,1.43,0.00045941336429677904,8.428804693355238e-06,4.214402346677619e-05,0.00022131900004751515,0.7211445760003699,110,9506.41988479,1786051550.787398
12670,1.43,0.003165068570524454,8.413755321352595e-06,4.206877660676297e-05,0.00021029500021541025,0.6860849999993661,106,9514.068053028,1786051557.7565277
12680,1.43,0.00044266454642638564,8.398713827499755e-06,4.1993569137498776e-05,0.0002227929999207845,0.8901623699985066,108,9521.770384754,1786051565.4047136
12690,1.43,0.0010813005501404405,8.383680257615727e-06,4.1918401288078634e-05,0.00019125600010738708,0.726624624001488,105,9529.308742338,1786051573.106968
